Timestamp,What is your gender : ,In which year of your studies are you currently enrolled:,What was your BAC specialty :,How many hours per week do you spend studying (personnal efforts):,Where do you prefer to study:,You prefer to study: ,What learning methods do help you understand better: ,What types of resources do you use most:_x,Do you use a planer or a schedule in your revisions :_x,"For the next 8 questions you will have a list of problems (obstacles) classify them according to how much they influence your studies:
1. First :_x",2. Second :,3. Third :,4. Fourth :,5. Fifth :,6. Sixth :,7. Seventh :,8. Eighth :,Other problems that you face:,Rate your satisfaction  with the school's program: ,Do you engage in any external activities (not related to the study field): ,Your level of motivation for joining ENSIA:,How much do you like the field of Artificial Intelligence :_x,How do other's feedback influence you:,How many hours do you sleep :,How well do you handle stress and pressure : ,"In a scale of 1 to 10 how do you rate your level in the following fields:
1. English:_x",2. Programming:_x,3. Computer science: ,4. Mathematics:,1Y_Average S1_x,1Y_Average S2_x,1Y_Average_x,2Y_Average S1_x,2Y_Average S2_x,2Y_Average_x,3Y_Average S1,3Y_Average S2,3Y_Average,1Y_Foundational Mathematics,1Y_DSA1,1Y_Digital Systems,1Y_Information Technology Essentials,1Y_English 1,1Y_CPSCT_x,1Y_OOP_x,1Y_Introduction to Linux,1Y_Linear Algebra_x,1Y_Mathematical Analysis 1,1Y_Introduction to Statistics,1Y_English 2,2Y_DSA 2,2Y_Logic_x,2Y_Mathematical Analysis 2,2Y_Databases,2Y_Probability,2Y_Web Development,2Y_Introduction to Business,2Y_Theory of Computing,2Y_Operating Systems,2Y_Computer Architecture,2Y_Statistical Inference,2Y_Introduction to AI,2Y_Mathematical Analysis 3,2Y_Electronic Circuits Labs,3Y_Data Mining,3Y_Operations Research,3Y_Stochastic,3Y_Software Engineering,3Y_Networks and Protocols,3Y_Mobile Development,3Y_Entrepreneurship and Innovation,3Y_Machine Learning,3Y_Numerical Methods and Optimisation,3Y_Time Series,3Y_Advanced Databases,3Y_Computer and network Security,1Y_Foundational Mathematics.1,1Y_DSA1.1,1Y_Digital Systems.1,1Y_Information Technology Essentials.1,1Y_English 1.1,1Y_CPSCT.1,1Y_OOP.1,1Y_Introduction to Linux.1,1Y_Linear Algebra.1,1Y_Mathematical Analysis 1.1,1Y_Introduction to Statistics.1,1Y_English 2.1,2Y_DSA 2.1,2Y_Logic.1,2Y_Mathematical Analysis 2.1,2Y_Databases.1,2Y_Probability.1,2Y_Web Development.1,2Y_Introduction to Business.1,2Y_Theory of Computing.1,2Y_Operating Systems.1,2Y_Computer Architecture.1,2Y_Statistical Inference.1,2Y_Introduction to AI.1,2Y_Mathematical Analysis 3.1,2Y_Electronic Circuits Labs.1,1Y_Foundational Mathematics.2,1Y_DSA1.2,1Y_Digital Systems.2,1Y_Information Technology Essentials.2,1Y_English 1.2,1Y_CPSCT.2,1Y_OOP.2,1Y_Introduction to Linux.2,1Y_Linear Algebra.2,1Y_Mathematical Analysis 1.2,1Y_Introduction to Statistics.2,1Y_English 2.2,You prefer to study:,What learning methods do help you understand better:,What types of resources do you use most:_y,Do you use a planer or a schedule in your revisions :_y,"For the next 8 questions you will have a list of problems (obstacles) classify them according to how much they influence your studies:
1. First :_y",2. Second:,3. Third:,4. Forth:,5. Fifth:,6. sixth:,7. seventh:,8. eighth,Rate your satisfaction with the school's program:,Do you engage in any external activities (not related to the study field):,Your level of motivation for joining ENSIA,How much do you like the field of Artificial Intelligence :_y,How do others' feedbacks influence you:,How many hours do you sleep,How well do you handle stress and pressure :,"In a scale of 1 to 10 how do you rate your level in the following fields:
1. English:_y",2. Programming:_y,3. Computer science:,4. Mathematics,1Y_Intensive english,1Y_Seminar,1Y_CPSCT_y,1Y_Analysis I,1Y_Algebra,1Y_A. Com. I,1Y_Average S1_y,1Y_Intro. Prog. C++,1Y_Analysis II,1Y_A. Com. II,1Y_OOP_y,1Y_Linear Algebra_y,1Y_Proba Stat,1Y_Average S2_y,1Y_Average_y,2Y_Analysis III,2Y_DSA,2Y_Archi 1,2Y_Logic_y,2Y_Complexity,2Y_Proba Stat II,2Y_Lin. Alg II,2Y_DataBases,2Y_Average S1_y,2Y_Intro AI,2Y_Oper. res,2Y_Archi II,2Y_Oper. Syst,2Y_Soft. Eng.,2Y_Web Prog.,2Y_Intro. Busin.,2Y_Average S2_y,2Y_Average_y,Your level of motivation for joining ENSIA:_log,How well do you handle stress and pressure : _log,1Y_Average S1_x_log,1Y_Average S2_x_log,1Y_Average_x_log,2Y_Average S1_x_log,2Y_Average S2_x_log,2Y_Average_x_log,3Y_Average S1_log,3Y_Average S2_log,3Y_Average_log,Your level of motivation for joining ENSIA_log,How well do you handle stress and pressure :_log,1Y_Average S1_y_log,1Y_Average S2_y_log,1Y_Average_y_log,2Y_Average S2_y_log,2Y_Average_y_log,Timestamp_encoded,What is your gender : _encoded,In which year of your studies are you currently enrolled:_encoded,What was your BAC specialty :_encoded,How many hours per week do you spend studying (personnal efforts):_encoded,Where do you prefer to study:_encoded,You prefer to study: _encoded,What learning methods do help you understand better: _encoded,What types of resources do you use most:_x_encoded,Do you use a planer or a schedule in your revisions :_x_encoded,"For the next 8 questions you will have a list of problems (obstacles) classify them according to how much they influence your studies:
1. First :_x_encoded",2. Second :_encoded,3. Third :_encoded,4. Fourth :_encoded,5. Fifth :_encoded,6. Sixth :_encoded,7. Seventh :_encoded,8. Eighth :_encoded,Other problems that you face:_encoded,Do you engage in any external activities (not related to the study field): _encoded,How do other's feedback influence you:_encoded,How many hours do you sleep :_encoded,1Y_Foundational Mathematics.2_encoded,1Y_DSA1.2_encoded,1Y_Digital Systems.2_encoded,1Y_Information Technology Essentials.2_encoded,1Y_English 1.2_encoded,1Y_CPSCT.2_encoded,1Y_OOP.2_encoded,1Y_Introduction to Linux.2_encoded,1Y_Linear Algebra.2_encoded,1Y_Mathematical Analysis 1.2_encoded,1Y_Introduction to Statistics.2_encoded,1Y_English 2.2_encoded,You prefer to study:_encoded,What learning methods do help you understand better:_encoded,What types of resources do you use most:_y_encoded,Do you use a planer or a schedule in your revisions :_y_encoded,"For the next 8 questions you will have a list of problems (obstacles) classify them according to how much they influence your studies:
1. First :_y_encoded",2. Second:_encoded,3. Third:_encoded,4. Forth:_encoded,5. Fifth:_encoded,6. sixth:_encoded,7. seventh:_encoded,8. eighth_encoded,Do you engage in any external activities (not related to the study field):_encoded,How do others' feedbacks influence you:_encoded,How many hours do you sleep_encoded,1Y_Intensive english_encoded,1Y_Seminar_encoded,1Y_CPSCT_y_encoded,1Y_Analysis I_encoded,1Y_Algebra_encoded,1Y_A. Com. I_encoded,1Y_Intro. Prog. C++_encoded,1Y_Analysis II_encoded,1Y_A. Com. II_encoded,1Y_OOP_y_encoded,1Y_Linear Algebra_y_encoded,1Y_Proba Stat_encoded,2Y_Analysis III_encoded,2Y_DSA_encoded,2Y_Archi 1_encoded,2Y_Logic_y_encoded,2Y_Complexity_encoded,2Y_Proba Stat II_encoded,2Y_Lin. Alg II_encoded,2Y_DataBases_encoded,2Y_Average S1_y_encoded,2Y_Intro AI_encoded,2Y_Oper. res_encoded,2Y_Archi II_encoded,2Y_Oper. Syst_encoded,2Y_Soft. Eng._encoded,2Y_Web Prog._encoded,2Y_Intro. Busin._encoded
2025/01/08 6:06:50 PM GMT+1,Female,First year,Mathematics,10-17,In your room (dorms),In peer,Mind mapping and visualization;Interactive workshops,Online tutorials;Online documents;YouTube videos,No,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Teachers' teaching method,Private life problems,Bad quality of internet,Teaching language,Not having a good (powerful) computer,Stress and scared from exams since i didnt work good at midterms,2,Yes,3,2,Negatively,8 hours or more,2,7,5,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alone,"Learning by practicing, Mind mapping and visualization","Books, Online tutorials",No,Teaching language,Lack of time,Pressure,Bad quality of internet,Not having a good (powerful) computer,Lack of previous knowledge or experience in the field,Teachers' teaching method,Private life problems,4,No,4,4,You do not care about,8 hours or more,2,1,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3862943611198906,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,11,0,0,0,0,2,1,20,11,0,3,2,1,6,5,0,7,2,6,1,0,2,4,5,5,4,4,4,3,3,4,4,3,4,0,2,3,0,6,2,3,0,3,1,6,5,0,2,2,2,2,3,2,3,3,4,3,3,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2025/01/08 6:06:50 PM GMT+1,Female,First year,Mathematics,10-17,In your room (dorms),In peer,Mind mapping and visualization;Interactive workshops,Online tutorials;Online documents;YouTube videos,No,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Teachers' teaching method,Private life problems,Bad quality of internet,Teaching language,Not having a good (powerful) computer,Stress and scared from exams since i didnt work good at midterms,2,Yes,3,2,Negatively,8 hours or more,2,7,5,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alone,Learning by practicing,YouTube videos,No,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Teachers' teaching method,Not having a good (powerful) computer,Bad quality of internet,Private life problems,Teaching language,2,No,3,4,You do not care about,5-7 hours,2,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3862943611198906,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,11,0,0,0,0,2,1,20,11,0,3,2,1,6,5,0,7,2,6,1,0,2,4,5,5,4,4,4,3,3,4,4,3,4,0,0,18,0,3,2,1,6,3,0,5,7,0,2,1,2,2,3,2,3,3,4,3,3,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2025/01/16 11:45:42 PM GMT+1,Female,First year,Mathematics,18-25,In the school's library,Alone,Lectures;Learning by practicing;Mind mapping and visualization;Interactive workshops,Books;YouTube videos,No,Lack of time,Pressure,Lack of previous knowledge or experience in the field,Private life problems,Bad quality of internet,Teachers' teaching method,Teaching language,Not having a good (powerful) computer,,3,Yes,4,5,Positively,5-7 hours,3,8,7,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alone,"Lectures, Learning by practicing","Online documents, YouTube videos",No,Lack of previous knowledge or experience in the field,Lack of time,Pressure,Teaching language,Teachers' teaching method,Bad quality of internet,Private life problems,Not having a good (powerful) computer,3,No,3,3,Positively,5-7 hours,4,6,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6094379124341003,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,61,0,0,0,1,1,0,12,6,0,2,4,1,5,0,6,7,2,14,1,1,1,4,5,5,4,4,4,3,3,4,4,3,4,0,10,10,0,1,2,3,7,6,0,5,3,0,1,1,2,2,3,2,3,3,4,3,3,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2025/01/08 6:07:25 PM GMT+1,Female,Second year,Mathematics,18-25,In your room (dorms),Alone,Online courses and tutorials,Online tutorials;YouTube videos;Private courses,No,Teachers' teaching method,Lack of time,Lack of time,Lack of previous knowledge or experience in the field,Teaching language,Teaching language,Not having a good (powerful) computer,Private life problems,,3,Yes,4,4,Negatively,5-7 hours,3,8,8,7,7,13.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,Moderate,Moderate,Moderate,High,Moderate,Moderate,Very High,High,High,High,High,Alone,"Learning by practicing, Interactive workshops","Books, YouTube videos",Yes,Bad quality of internet,Not having a good (powerful) computer,Lack of time,Pressure,Teachers' teaching method,Lack of previous knowledge or experience in the field,Teaching language,Private life problems,2,No,2,5,You do not care about,5-7 hours,3,7,3,2,8,High,High,High,Very High,Moderate,High,13.0,Moderate,High,Very High,Moderate,Moderate,High,11.0,12.0,,,,,,,,,,,,,,,,,,,1.6094379124341003,1.3862943611198906,2.6390573296152584,2.6390573296152584,2.6390573296152584,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,1.3862943611198906,2.6390573296152584,2.4849066497880004,2.5649493574615367,0.0,0.0,12,0,1,0,1,2,0,22,13,0,5,2,2,1,7,7,3,4,14,1,0,1,0,2,2,2,0,1,1,2,0,0,0,0,0,1,7,1,0,3,2,4,6,1,7,5,0,2,1,0,0,0,1,1,0,2,0,2,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2025/01/10 1:56:06 AM GMT+1,Male,Second year,Science,10-17,In your room (dorms),With a group,Learning by practicing,YouTube videos,No,Private life problems,Teachers' teaching method,Lack of previous knowledge or experience in the field,Pressure,Lack of time,Bad quality of internet,Teaching language,Not having a good (powerful) computer,,3,Yes,1,4,You do not care about,8 hours or more,5,8,3,3,7,12.0,10.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,Moderate,Low,Moderate,High,Moderate,Moderate,Moderate,Low,Low,High,Moderate,Alone,"Learning by practicing, Project-based learning, Online courses and tutorials","Books, Online tutorials, Online documents, YouTube videos",Yes,Teachers' teaching method,Teachers' teaching method,Teachers' teaching method,Teachers' teaching method,Teachers' teaching method,Teachers' teaching method,Pressure,Lack of time,1,Yes,1,3,You do not care about,5-7 hours,5,9,9,9,8,High,High,High,Very High,High,Moderate,14.0,High,High,High,High,High,Moderate,13.0,13.0,,,,,,,,,,,,,,,,,,,0.6931471805599453,1.791759469228055,2.5649493574615367,2.3978952727983707,2.4849066497880004,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,1.791759469228055,2.70805020110221,2.6390573296152584,2.6390573296152584,0.0,0.0,55,1,1,1,0,2,2,1,14,0,4,6,1,4,2,0,7,2,14,1,2,2,0,2,1,2,0,1,1,1,1,1,0,1,0,8,4,1,5,6,5,6,6,6,4,2,1,2,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2025/01/08 7:16:41 PM GMT+1,Female,First year,Mathematics,10-17,In your room (dorms),Alone,Learning by practicing;Project-based learning,Books;Online documents;YouTube videos,No,Teachers' teaching method,Lack of time,Bad quality of internet,Pressure,Private life problems,Lack of previous knowledge or experience in the field,Teaching language,Not having a good (powerful) computer,,1,No,3,5,You do not care about,8 hours or more,3,9,8,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alone,"Learning by practicing, Mind mapping and visualization","Books, Online tutorials",No,Teaching language,Lack of time,Pressure,Bad quality of internet,Not having a good (powerful) computer,Lack of previous knowledge or experience in the field,Teachers' teaching method,Private life problems,4,No,4,4,You do not care about,8 hours or more,2,1,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3862943611198906,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,33,0,0,0,0,2,0,6,2,0,5,2,0,4,5,1,7,2,14,0,2,2,4,5,5,4,4,4,3,3,4,4,3,4,0,2,3,0,6,2,3,0,3,1,6,5,0,2,2,2,2,3,2,3,3,4,3,3,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2025/01/09 9:35:18 AM GMT+1,Female,First year,Mathematics,10-17,In the school's library,Alone,Learning by practicing,YouTube videos,No,Lack of previous knowledge or experience in the field,Lack of time,Teachers' teaching method,Pressure,Private life problems,Bad quality of internet,Teaching language,Not having a good (powerful) computer,,3,No,3,4,Negatively,5-7 hours,3,7,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,With a group,"Learning by practicing, Online courses and tutorials","Online tutorials, YouTube videos",No,Lack of time,Pressure,Teachers' teaching method,Bad quality of internet,Lack of previous knowledge or experience in the field,Private life problems,Teaching language,Not having a good (powerful) computer,2,Yes,3,4,You do not care about,8 hours or more,1,7,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3862943611198906,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,51,0,0,0,0,1,0,1,14,0,1,2,6,4,5,0,7,2,14,0,0,1,4,5,5,4,4,4,3,3,4,4,3,4,2,6,16,0,2,4,5,0,1,5,7,3,1,2,2,2,2,3,2,3,3,4,3,3,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2025/01/08 10:49:46 PM GMT+1,Female,First year,Mathematics,34-41,In your room (dorms),Alone,Learning by practicing;Mind mapping and visualization;Interactive workshops;Online courses and tutorials,Books;Online tutorials;YouTube videos,Yes,Lack of previous knowledge or experience in the field,Pressure,Lack of time,Teachers' teaching method,Not having a good (powerful) computer,Bad quality of internet,Private life problems,Teaching language,,2,Yes,4,5,Positively,5-7 hours,3,8,6,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alone,"Learning by practicing, Mind mapping and visualization, Online courses and tutorials","Online tutorials, Online documents, YouTube videos",No,Lack of time,Lack of previous knowledge or experience in the field,Teaching language,Not having a good (powerful) computer,Teachers' teaching method,Bad quality of internet,Pressure,Private life problems,2,No,3,4,Negatively,5-7 hours,1,5,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6094379124341003,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,2,0,3,5,1,1,4,2,6,3,0,5,6,14,1,1,1,4,5,5,4,4,4,3,3,4,4,3,4,0,5,12,0,2,1,6,3,6,0,4,5,0,0,1,2,2,3,2,3,3,4,3,3,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2025/01/10 12:43:53 AM GMT+1,Female,Second year,Mathematics,26-33,In the school's library,Alone,Lectures;Learning by practicing;Mind mapping and visualization,Online documents;YouTube videos,No,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Teachers' teaching method,Private life problems,Teaching language,Bad quality of internet,Not having a good (powerful) computer,,3,No,4,4,You do not care about,8 hours or more,3,9,8,8,7,16.0,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,Very High,High,High,Moderate,High,Very High,High,Very High,High,Moderate,In peer,"Learning by practicing, Mind mapping and visualization, Interactive workshops, Online courses and tutorials","Online tutorials, Online documents, YouTube videos",No,Teachers' teaching method,Lack of time,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Pressure,Private life problems,Bad quality of internet,Teaching language,2,No,2,3,Positively,5-7 hours,3,8,5,4,7,Very High,High,High,Very High,High,Moderate,14.0,Moderate,Moderate,Very High,High,Moderate,Moderate,11.0,12.0,,,,,,,,,,,,,,,,,,,1.6094379124341003,1.3862943611198906,2.833213344056216,2.833213344056216,2.833213344056216,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,1.3862943611198906,2.70805020110221,2.4849066497880004,2.5649493574615367,0.0,0.0,53,0,1,0,2,1,0,11,9,0,3,2,1,6,5,7,0,2,14,0,2,2,0,0,3,0,0,1,0,2,0,3,0,1,1,4,12,0,5,2,1,3,4,5,0,7,0,1,1,1,0,0,1,0,1,2,1,2,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2025/01/08 6:06:50 PM GMT+1,Female,First year,Mathematics,10-17,In your room (dorms),In peer,Mind mapping and visualization;Interactive workshops,Online tutorials;Online documents;YouTube videos,No,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Teachers' teaching method,Private life problems,Bad quality of internet,Teaching language,Not having a good (powerful) computer,Stress and scared from exams since i didnt work good at midterms,2,Yes,3,2,Negatively,8 hours or more,2,7,5,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alone,Online courses and tutorials,YouTube videos,No,Pressure,Lack of time,Bad quality of internet,Lack of previous knowledge or experience in the field,Teachers' teaching method,Private life problems,Not having a good (powerful) computer,Teaching language,2,No,1,2,You do not care about,8 hours or more,2,8,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3862943611198906,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,11,0,0,0,0,2,1,20,11,0,3,2,1,6,5,0,7,2,6,1,0,2,4,5,5,4,4,4,3,3,4,4,3,4,0,21,18,0,3,2,0,1,6,5,3,7,0,2,2,2,2,3,2,3,3,4,3,3,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2025/01/08 6:00:12 PM GMT+1,Female,First year,Science,18-25,In your room (dorms),Alone,Learning by practicing,Online tutorials,Yes,Pressure,Bad quality of internet,Lack of time,Lack of previous knowledge or experience in the field,Teachers' teaching method,Not having a good (powerful) computer,Teachers' teaching method,Private life problems,,3,Yes,4,5,Positively,5-7 hours,3,9,8,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In peer,"Lectures, Learning by practicing","Books, Online documents, YouTube videos, other universities courses",No,Lack of time,Teachers' teaching method,Bad quality of internet,Pressure,Lack of previous knowledge or experience in the field,Teaching language,Not having a good (powerful) computer,Private life problems,3,Yes,4,3,You do not care about,8 hours or more,4,8,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6094379124341003,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,2,0,0,1,1,2,0,1,10,1,3,0,2,1,6,3,6,4,14,1,1,1,4,5,5,4,4,4,3,3,4,4,3,4,1,10,2,0,2,6,0,4,1,7,3,5,1,2,2,2,2,3,2,3,3,4,3,3,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2025/01/08 6:09:47 PM GMT+1,Female,Second year,Science,18-25,In your room (dorms),In peer,Lectures;Learning by practicing;Project-based learning;Mind mapping and visualization;Online courses and tutorials,Books;Online tutorials;Online documents;YouTube videos,Yes,Teachers' teaching method,Pressure,Lack of time,Pressure,Bad quality of internet,Private life problems,Not having a good (powerful) computer,Teaching language,,2,Yes,3,5,Negatively,5-7 hours,4,8,6,7,8,14.0,10.0,12.0,9.0,10.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alone,"Lectures, Learning by practicing, Project-based learning, Mind mapping and visualization","Online tutorials, Online documents, YouTube videos, couses and slides sent by our teachers",Yes,Bad quality of internet,Lack of time,Pressure,Teachers' teaching method,Lack of previous knowledge or experience in the field,Teaching language,Not having a good (powerful) computer,Private life problems,3,Yes,4,3,Positively,5-7 hours,2,8,7,8,6,High,High,High,High,Moderate,High,13.0,Moderate,Moderate,High,High,Low,Moderate,10.0,11.0,,,,,,,,,,,,,,,,,,,1.3862943611198906,1.6094379124341003,2.70805020110221,2.3978952727983707,2.5649493574615367,2.302585092994046,2.3978952727983707,2.302585092994046,0.0,0.0,0.0,1.6094379124341003,1.0986122886681098,2.6390573296152584,2.3978952727983707,2.4849066497880004,0.0,0.0,13,0,1,1,1,2,1,16,4,1,5,4,2,4,0,5,3,6,14,1,0,1,4,5,5,4,4,4,3,3,4,4,3,4,0,14,15,1,0,2,3,6,1,7,3,5,1,1,1,0,0,0,0,1,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2025/01/08 6:01:26 PM GMT+1,Female,Second year,Science,18-25,In your room (dorms),Alone,Lectures;Learning by practicing;Mind mapping and visualization;Online courses and tutorials,Online tutorials;YouTube videos,No,Pressure,Lack of previous knowledge or experience in the field,Lack of time,Private life problems,Teachers' teaching method,Teaching language,Bad quality of internet,Not having a good (powerful) computer,Teacher’s rating ,2,Yes,1,1,You do not care about,8 hours or more,1,9,5,6,7,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,Low,High,Very High,Moderate,Very Low,High,Very High,Very High,High,High,Moderate,Alone,"Lectures, Online courses and tutorials","Books, Online tutorials, Online documents, YouTube videos",Yes,Pressure,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Bad quality of internet,Private life problems,Teaching language,Not having a good (powerful) computer,2,No,3,3,You do not care about,5-7 hours,2,9,6,7,7,High,High,High,High,Moderate,Moderate,13.0,Moderate,High,High,High,Moderate,High,11.0,12.0,,,,,,,,,,,,,,,,,,,0.6931471805599453,0.6931471805599453,2.5649493574615367,2.5649493574615367,2.5649493574615367,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,1.0986122886681098,2.6390573296152584,2.4849066497880004,2.5649493574615367,0.0,0.0,3,0,1,1,1,2,0,13,12,0,3,1,2,5,6,7,0,2,7,1,2,2,2,1,0,3,2,3,0,2,3,0,0,1,0,16,4,1,3,2,5,1,0,5,7,3,0,2,1,0,0,0,0,1,1,2,0,0,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
