record_id,is_female,study_year,bac_specialty,weekly_study_hours,preferred_study_place,study_group_size,best_learning_methods,preferred_resources,uses_study_planner,obstacle_rank_1,obstacle_rank_2,obstacle_rank_3,obstacle_rank_4,obstacle_rank_5,obstacle_rank_6,obstacle_rank_7,obstacle_rank_8,other problems that you face,rate your satisfaction with the school s program,has_extracurriculars,ensia_motivation,ai_interest,how do other s feedback influence you,daily_sleep_hours,stress_tolerance,in a scale of 1 to 10 how do you rate your level in the following fields 1 english,2 programming,3 computer science,4 mathematics,1y average s1,1y average s2,1y average,2y average s1,2y average s2,2y average,3y average s1,3y average s2,3y average,1y foundational mathematics,1y dsa1,1y digital systems,1y information technology essentials,1y english 1,1y cpsct,1y oop,1y introduction to linux,1y linear algebra,1y mathematical analysis 1,1y introduction to statistics,1y english 2,2y dsa 2,2y logic,2y mathematical analysis 2,2y databases,2y probability,2y web development,2y introduction to business,2y theory of computing,2y operating systems,2y computer architecture,2y statistical inference,2y introduction to ai,2y mathematical analysis 3,2y electronic circuits labs,3y data mining,3y operations research,3y stochastic,3y software engineering,3y networks and protocols,3y mobile development,3y entrepreneurship and innovation,3y machine learning,3y numerical methods and optimisation,3y time series,3y advanced databases,3y computer and network security,4 forth,how do others feedbacks influence you,1y intensive english,1y seminar,1y analysis i,1y algebra,1y a com i,1y intro prog c,1y analysis ii,1y a com ii,1y proba stat,2y analysis iii,2y dsa,2y archi 1,2y complexity,2y proba stat ii,2y lin alg ii,2y intro ai,2y oper res,2y archi ii,2y oper syst,2y soft eng,2y web prog,2y intro busin,year_ordinal,inferred_year_from_grades
268,,,,,,,,,,,,,,,,,,,3.0,,4.0,4.0,,,3.0,7.0,5.0,4.0,4.0,14.0,13.0,13.0,12.0,12.0,12.0,11.5,12.5,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0
269,,,,,,,,,,,,,,,,,,,1.0,,3.0,5.0,,,1.0,5.0,5.0,5.0,3.0,14.0,13.0,13.0,12.0,12.0,12.0,11.5,12.5,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0
270,,,,,,,,,,,,,,,,,,,1.0,,5.0,3.0,,,1.0,7.0,5.0,5.0,3.0,14.0,13.0,13.0,12.0,12.0,12.0,11.5,12.5,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0
271,,,,,,,,,,,,,,,,,,,3.0,,5.0,5.0,,,1.0,5.0,5.0,5.0,4.0,14.0,13.0,13.0,12.0,12.0,12.0,11.5,12.5,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0
272,,,,,,,,,,,,,,,,,,,2.0,,3.0,4.0,,,3.0,7.0,5.0,6.0,6.0,14.0,13.0,13.0,12.0,12.0,12.0,11.5,12.5,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0
273,,,,,,,,,,,,,,,,,,,3.0,,3.0,3.0,,,2.0,8.0,5.0,6.0,7.0,14.0,13.0,13.0,12.0,12.0,12.0,11.5,12.5,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0
274,,,,,,,,,,,,,,,,,,,2.0,,4.0,4.0,,,3.0,9.0,5.0,7.0,5.0,14.0,13.0,13.0,12.0,12.0,12.0,11.5,12.5,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0
275,,,,,,,,,,,,,,,,,,,3.0,,4.0,4.0,,,3.0,7.0,5.0,7.0,7.0,14.0,13.0,13.0,12.0,12.0,12.0,11.5,12.5,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0
276,,,,,,,,,,,,,,,,,,,3.0,,4.0,5.0,,,4.0,8.0,5.0,7.0,7.0,14.0,13.0,13.0,12.0,12.0,12.0,11.5,12.5,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0
277,,,,,,,,,,,,,,,,,,,3.0,,3.0,5.0,,,3.0,7.0,5.0,8.0,5.0,14.0,13.0,13.0,12.0,12.0,12.0,11.5,12.5,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0
278,,,,,,,,,,,,,,,,,,,3.0,,4.0,4.0,,,4.0,6.0,5.0,5.0,8.0,14.0,13.0,13.0,12.0,12.0,12.0,11.5,12.5,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0
279,,,,,,,,,,,,,,,,,,,2.0,,1.0,4.0,,,3.0,6.0,5.0,5.0,3.0,14.0,13.0,13.0,12.0,12.0,12.0,11.5,12.5,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0
280,,,,,,,,,,,,,,,,,,,3.0,,3.0,3.0,,,3.0,7.0,5.0,6.0,5.0,14.0,13.0,13.0,12.0,12.0,12.0,11.5,12.5,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0
281,,,,,,,,,,,,,,,,,,,3.0,,4.0,5.0,,,3.0,7.0,5.0,6.0,3.0,14.0,13.0,13.0,12.0,12.0,12.0,11.5,12.5,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0
282,,,,,,,,,,,,,,,,,,,2.0,,3.0,4.0,,,3.0,8.0,5.0,7.0,3.0,14.0,13.0,13.0,12.0,12.0,12.0,11.5,12.5,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0
283,,,,,,,,,,,,,,,,,,,3.0,,3.0,5.0,,,1.0,7.0,5.0,7.0,8.0,14.0,13.0,13.0,12.0,12.0,12.0,11.5,12.5,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0
284,,,,,,,,,,,,,,,,,,,3.0,,5.0,5.0,,,3.0,10.0,5.0,8.0,7.0,14.0,13.0,13.0,12.0,12.0,12.0,11.5,12.5,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0
286,,,,,,,,,,,,,,,,,,,2.0,,4.0,5.0,,,4.0,8.0,5.0,5.0,5.0,14.0,13.0,13.0,12.0,12.0,12.0,11.5,12.5,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0
287,,,,,,,,,,,,,,,,,,,3.0,,3.0,3.0,,,5.0,3.0,5.0,6.0,3.0,14.0,13.0,13.0,12.0,12.0,12.0,11.5,12.5,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0
289,,,,,,,,,,,,,,,,,,,2.0,,2.0,4.0,,,4.0,8.0,6.0,4.0,1.0,14.0,13.0,13.0,12.0,12.0,12.0,11.5,12.5,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0
